,HP_diff,Attack_diff,Defense_diff,Sp. Atk_diff,Sp. Def_diff,Speed_diff,stats_sum_diff,First_win,First_pokemon_Legendary,Second_pokemon_Legendary,Relation
42156,-39,-35,-37,-25,-37,19,-154,1,0,0,0.5
42157,-25,-20,10,10,-85,-85,-195,0,0,0,1.0
42158,48,-18,-50,41,17,-11,27,0,0,0,2.0
42159,-8,28,20,68,20,81,209,1,0,0,0.5
42160,8,103,15,2,35,50,213,1,0,0,1.0
42161,25,5,31,75,-5,4,135,1,0,0,2.0
42162,-20,10,13,7,60,-39,31,0,0,0,2.0
42163,-10,34,45,-31,5,12,55,1,0,0,1.0
42164,29,-7,37,48,42,62,211,1,0,0,1.0
42165,40,45,10,-45,10,20,80,1,1,0,0.5
42166,35,-30,20,-35,-50,-15,-75,0,0,0,2.0
42167,-25,-80,-15,-15,5,-30,-160,0,0,0,0.5
42168,130,-52,16,-52,16,-58,0,0,0,0,2.0
42169,34,10,25,-75,-50,-59,-115,0,0,0,2.0
42170,45,-30,-15,45,-15,-20,10,0,0,0,0.5
42171,-65,-95,10,70,65,-5,-20,0,0,0,1.0
42172,14,-44,-10,-30,-5,25,-50,1,0,0,1.0
42173,-35,-45,-40,10,-15,105,-20,0,0,0,1.0
42174,16,18,2,10,0,-5,41,0,0,0,0.5
42175,-40,-83,-35,-43,-25,26,-200,1,0,1,1.0
42176,-40,-55,-9,-15,-42,-4,-165,0,0,1,1.0
42177,20,80,25,40,35,25,225,1,0,0,0.5
42178,-22,-40,-6,-30,-26,-50,-174,0,0,0,1.0
42179,59,44,85,48,6,-21,221,0,0,0,0.5
42180,15,0,1,0,82,2,100,1,1,1,0.5
42181,-10,5,27,5,-3,21,45,1,0,0,2.0
42182,32,45,53,-10,35,-35,120,0,0,0,0.5
42183,-5,0,-15,-20,-10,10,-40,1,0,0,1.0
42184,-11,-61,-42,-55,-35,53,-151,0,0,0,1.0
42185,5,40,-15,40,-15,-28,27,0,0,0,0.5
42186,-5,-32,-35,-22,35,-31,-90,0,0,0,0.25
42187,-26,-35,-13,-12,13,3,-70,1,0,0,1.0
42188,70,50,80,70,60,-15,315,0,1,0,1.0
42189,33,7,43,-27,7,-33,30,0,0,0,2.0
42190,50,0,3,-35,3,-41,-20,0,0,0,2.0
42191,-40,-73,58,-73,28,-25,-125,0,0,0,1.0
42192,20,0,-42,-50,-52,-16,-140,0,0,0,1.0
42193,0,-1,-10,-60,0,-46,-117,0,0,1,1.0
42194,30,65,-160,25,-160,43,-157,1,0,0,1.0
42195,17,14,71,39,71,-27,185,0,0,0,1.0
42196,20,12,5,12,15,-50,14,0,0,0,1.0
42197,50,-5,25,25,20,-15,100,0,0,0,1.0
42198,-36,-105,-30,-94,-30,-80,-375,0,0,1,2.0
42199,25,40,50,-60,-10,45,90,1,0,0,1.0
42200,45,32,58,5,35,-25,150,0,0,0,2.0
42201,6,49,57,79,77,52,320,1,1,0,1.0
42202,-55,-75,85,-30,-15,25,-65,1,0,0,1.0
42203,7,-12,-12,11,3,7,4,1,0,0,2.0
42204,51,37,41,39,31,-12,187,0,0,0,1.0
42205,-5,85,45,-25,-35,20,85,1,0,0,1.0
42206,-13,-25,20,25,40,-36,11,0,0,0,1.0
42207,5,-17,-20,-43,-30,-45,-150,0,0,0,1.0
42208,32,100,-6,31,-6,32,183,1,0,0,4.0
42209,-36,-68,-42,-14,-24,-11,-195,0,0,0,1.0
42210,60,77,84,-46,-9,-7,159,0,0,0,2.0
42211,-16,34,40,12,50,12,132,1,0,0,2.0
42212,14,-14,25,0,35,10,70,1,0,0,2.0
42213,29,69,31,48,18,45,240,0,0,0,0.25
42214,-30,-15,27,50,52,-4,80,0,0,0,1.0
42215,-35,-46,15,-41,-15,-58,-180,0,0,0,0.5
42216,-63,60,-20,-80,-65,-7,-175,0,0,0,2.0
42217,-30,-40,-30,-60,-15,-45,-220,0,0,0,2.0
42218,0,80,-32,-5,45,62,150,1,0,0,0.5
42219,41,16,40,61,41,22,221,1,0,0,0.5
42220,20,-10,15,-30,15,-35,-25,0,0,0,2.0
42221,-20,-25,-50,10,-80,15,-150,1,0,1,0.5
42222,68,130,75,50,55,72,450,1,0,0,2.0
42223,5,45,24,-10,-6,40,98,1,0,0,0.5
42224,21,-2,7,10,74,10,120,1,1,0,2.0
42225,7,16,44,-51,-10,-46,-40,0,0,0,2.0
42226,-15,90,-102,122,-55,66,106,1,1,0,1.0
42227,-9,-60,-30,-55,-40,-96,-290,0,0,1,1.0
42228,-45,-40,-30,-15,-30,-25,-185,0,0,0,1.0
42229,31,67,26,67,26,54,271,1,1,0,1.0
42230,-39,-92,-42,-52,-32,-27,-284,0,0,1,1.0
42231,-1,-38,-52,-23,39,-3,-78,0,0,0,1.0
42232,15,18,5,10,45,10,103,1,0,0,1.0
42233,40,-19,-15,-9,-15,14,-4,1,0,0,0.5
42234,-5,-70,-5,-30,-5,-20,-135,0,0,1,0.25
42235,31,-2,32,49,26,66,202,1,0,0,2.0
42236,48,10,-19,31,45,55,170,1,1,0,2.0
42237,-5,-35,-24,75,26,43,80,1,0,0,1.0
42238,-30,-63,-13,-28,-13,-71,-218,0,0,0,0.5
42239,-40,-73,-35,28,0,15,-105,1,0,0,2.0
42240,-18,-15,-8,17,-33,5,-52,1,0,0,0.5
42241,0,-10,-10,-30,40,-50,-60,0,0,0,1.0
42242,-24,-53,-80,-95,-75,-3,-330,0,0,0,1.0
42243,5,10,60,30,15,0,120,0,0,0,1.0
42244,0,10,5,50,40,1,106,1,0,0,2.0
42245,-5,-60,37,-32,37,-70,-93,0,0,0,8.0
42246,32,44,-44,49,71,-37,115,1,0,0,4.0
42247,-21,-57,3,-51,-30,-49,-205,0,0,0,0.5
42248,58,65,50,-5,20,7,195,1,0,0,0.5
42249,-70,-15,40,100,0,15,70,1,0,0,1.0
42250,15,25,10,-35,-15,0,0,0,0,0,1.0
42251,55,30,10,-35,10,-80,-10,0,0,1,1.0
42252,-85,-20,-85,-65,-35,65,-225,0,0,0,4.0
42253,49,1,-12,26,-12,23,75,1,0,0,1.0
42254,-40,-5,-70,40,-5,0,-80,0,0,0,2.0
42255,65,105,20,-55,15,68,218,1,0,0,1.0
42256,30,-5,-68,-40,-68,25,-126,1,0,1,1.0
42257,-31,-5,-87,-5,-30,-17,-175,0,0,1,1.0
42258,10,55,10,60,5,0,140,0,1,0,1.0
42259,-25,-10,-10,-5,-15,-25,-90,0,0,0,0.25
42260,24,6,-17,-59,-32,-62,-140,0,0,0,0.25
42261,1,-3,-40,-55,-35,22,-110,1,0,0,1.0
42262,-10,5,50,-50,-10,-60,-75,0,0,0,0.5
42263,-1,66,-15,80,-20,-10,100,0,0,0,0.5
42264,-55,-88,-60,-60,-25,-12,-300,0,0,0,2.0
42265,-29,-92,-7,27,7,-61,-155,0,0,0,0.5
42266,-16,19,46,-61,26,-35,-21,1,0,0,0.5
42267,10,-27,-20,-23,-10,-40,-110,0,0,0,1.0
42268,30,5,-30,20,-20,-5,0,0,0,0,1.0
42269,-10,-6,-23,20,-15,-14,-48,0,0,0,1.0
42270,-35,-55,-62,-65,-67,-18,-302,0,0,1,1.0
42271,0,-40,-80,-50,-80,30,-220,0,0,0,0.25
42272,3,-20,11,-60,-19,5,-80,1,0,0,1.0
42273,1,-30,-11,-61,-24,18,-107,1,0,0,1.0
42274,20,7,33,50,50,0,160,0,0,0,2.0
42275,0,-20,0,0,0,10,-10,1,0,0,0.5
42276,2,60,75,15,45,-7,190,0,0,0,0.5
42277,30,30,30,70,55,40,255,1,0,0,0.25
42278,-12,-70,105,0,65,-65,23,0,0,0,2.0
42279,-57,-135,-58,-112,-63,-45,-470,0,0,1,2.0
42280,-30,-35,-20,0,-15,15,-85,1,0,0,1.0
42281,65,13,39,33,29,0,179,0,0,0,0.5
42282,-33,-18,25,29,16,-9,10,0,0,0,1.0
42283,-20,-40,-25,-10,-10,-35,-140,0,0,0,1.0
42284,30,87,35,57,20,-25,204,1,0,0,1.0
42285,-40,-70,-40,15,50,40,-45,0,0,0,0.5
42286,-13,-35,-20,13,-10,-37,-102,0,0,0,1.0
42287,10,-35,-39,30,56,25,47,1,0,0,1.0
42288,41,68,27,50,20,15,221,1,0,0,0.5
42289,-35,-30,-48,-80,-78,-34,-305,0,0,1,1.0
42290,10,0,25,5,10,15,65,1,0,0,2.0
42291,0,-5,70,25,10,-50,50,0,0,0,1.0
42292,-12,2,54,21,23,-19,69,0,0,0,0.5
42293,15,35,-3,-10,7,6,50,1,0,0,0.25
42294,-2,-15,-10,-5,10,-20,-42,0,0,0,0.5
42295,-35,-60,190,-50,190,-35,200,0,0,0,1.0
42296,-28,-6,-11,-5,-11,-59,-120,0,0,0,0.5
42297,-15,3,-23,40,30,15,50,1,0,0,1.0
42298,-55,-65,0,-90,-65,50,-225,0,0,0,2.0
42299,14,-44,-31,-75,-40,-9,-185,0,0,0,1.0
42300,60,30,30,-5,25,25,165,1,0,0,1.0
42301,160,-88,-50,-35,50,-5,32,0,0,0,2.0
42302,-3,23,2,-32,2,27,19,1,0,0,2.0
42303,-46,-39,-30,-66,-18,-31,-230,0,0,1,1.0
42304,-2,20,-5,-20,-25,-8,-40,0,0,0,1.0
42305,15,12,-15,6,17,10,45,1,0,0,0.5
42306,15,42,16,10,25,74,182,1,0,0,4.0
42307,10,70,-5,85,40,105,305,1,0,0,0.5
42308,-20,15,78,5,-57,30,51,1,0,0,2.0
42309,-20,15,50,-5,-25,-10,5,0,0,0,0.5
42310,-40,-83,5,3,-30,-40,-185,0,0,0,2.0
42311,65,33,-17,-17,28,20,112,1,0,0,0.5
42312,0,5,-15,-20,-5,30,-5,1,0,0,0.5
42313,-15,18,35,-38,-40,-70,-110,0,0,0,1.0
42314,-48,38,-68,82,-22,13,-5,0,0,0,2.0
42315,-35,-25,27,35,27,-44,-15,0,0,0,2.0
42316,-3,20,47,-23,-63,-10,-32,0,0,0,2.0
42317,-12,-15,-10,-55,5,46,-41,1,0,0,2.0
42318,-25,-40,-11,-61,-27,-2,-166,0,0,0,0.5
42319,-1,-2,20,-65,5,-52,-95,0,0,0,1.0
42320,-5,25,-21,-40,0,-19,-60,0,0,0,1.0
42321,-17,-38,-12,-20,-20,-55,-162,0,0,0,1.0
42322,-10,70,-60,-5,-160,45,-120,1,0,1,1.0
42323,30,72,160,15,35,-12,300,0,0,0,0.5
42324,-6,-2,-18,-2,-19,57,10,1,0,0,0.5
42325,-53,-37,-31,-31,-15,-53,-220,0,0,1,0.25
42326,-75,-105,-70,-30,-60,-10,-350,0,0,1,1.0
42327,-5,-15,20,15,30,-35,10,0,0,0,0.25
42328,33,18,-88,-4,-49,44,-46,1,0,0,0.5
42329,-30,-70,-100,0,50,-25,-175,0,0,0,1.0
42330,-14,-43,-73,-33,-25,28,-160,0,0,0,2.0
42331,25,-10,45,105,40,-50,155,0,0,0,1.0
42332,0,25,5,25,-25,15,45,1,0,0,0.25
42333,-225,32,108,-33,-47,-25,-190,0,0,0,0.25
42334,13,-25,42,21,-5,14,60,0,1,0,1.0
42335,25,50,20,-50,10,35,90,1,0,0,2.0
42336,12,-5,-57,-10,-10,-15,-85,0,0,0,1.0
42337,19,5,50,20,40,6,140,1,1,0,1.0
42338,25,-40,0,5,20,-55,-45,0,0,0,1.0
42339,20,-40,25,60,15,-15,65,0,0,0,0.25
42340,10,-3,-27,-42,-27,-26,-115,0,0,0,0.25
42341,-9,-36,-35,6,15,4,-55,1,0,0,0.5
42342,-48,10,-9,-12,-29,40,-48,1,0,0,1.0
42343,40,45,60,-20,-70,-45,10,1,0,0,2.0
42344,-10,-20,-72,-75,-67,-31,-275,0,0,0,2.0
42345,-5,-20,-15,40,35,65,100,1,0,0,0.5
42346,35,111,31,65,15,55,312,1,0,0,1.0
42347,2,-40,-38,43,-34,102,35,1,0,0,1.0
42348,-11,8,7,-28,-5,37,8,1,0,0,1.0
42349,-9,5,10,15,10,19,50,1,0,0,1.0
42350,15,15,22,80,5,15,152,1,0,0,1.0
42351,-10,-25,-65,-25,5,60,-60,1,0,0,1.0
42352,25,30,50,32,83,-21,199,0,0,0,0.5
42353,5,-4,-30,-19,-45,54,-39,1,0,0,1.0
42354,55,48,5,25,5,-38,100,0,0,0,2.0
42355,35,40,55,70,100,70,370,1,1,0,1.0
42356,-41,-27,-50,20,15,3,-80,1,0,0,1.0
42357,20,30,-1,20,19,50,138,0,0,0,1.0
42358,44,26,3,9,-17,-12,53,0,0,0,1.0
42359,-1,-8,-73,17,-5,33,-37,1,0,0,0.5
42360,35,34,16,0,-10,15,90,1,0,0,2.0
42361,56,20,-30,20,-6,20,80,1,1,1,0.5
42362,-10,-40,13,35,28,-10,16,0,0,0,1.0
42363,54,25,40,40,25,-60,124,0,1,0,0.5
42364,-1,5,-65,23,-2,-30,-70,0,0,0,1.0
42365,-10,0,-15,-5,30,15,15,1,0,0,1.0
42366,27,3,41,68,41,55,235,1,0,0,1.0
42367,28,20,32,40,38,77,235,1,0,0,2.0
42368,49,58,70,90,50,63,380,1,0,0,2.0
42369,-58,-135,-60,-95,-70,-77,-495,0,0,0,0.5
42370,-38,-10,-10,24,24,21,11,1,0,0,1.0
42371,0,-50,-15,64,-1,-70,-72,0,0,0,1.0
42372,-68,22,33,4,11,8,10,1,0,0,0.25
42373,28,52,-10,34,-2,93,195,1,0,0,1.0
42374,-62,-30,-45,-30,-25,37,-155,1,0,0,1.0
42375,-15,-16,-28,19,-25,19,-46,1,0,1,2.0
42376,2,80,-31,-30,-31,45,35,1,0,0,1.0
42377,-40,-90,-45,-8,-35,-90,-308,0,0,0,2.0
42378,5,-7,-11,-20,-10,-19,-62,0,0,0,1.0
42379,-5,-10,-5,10,10,30,30,1,0,0,1.0
42380,17,-30,0,85,50,18,140,1,0,0,0.5
42381,-50,-160,-120,-130,-50,-70,-580,0,0,1,1.0
42382,-2,2,-24,15,-30,40,1,1,0,0,0.25
42383,-40,10,-66,-30,-66,-25,-217,0,0,1,1.0
42384,-10,-15,15,-60,15,-10,-65,0,0,0,2.0
42385,30,28,7,90,45,20,220,1,0,0,0.5
42386,29,-9,9,-64,9,-18,-44,0,0,0,2.0
42387,2,-1,-5,0,35,5,36,1,0,0,2.0
42388,-87,-55,-25,-45,-30,37,-205,1,0,0,0.5
42389,-15,-3,-34,5,-34,-35,-116,0,0,1,0.5
42390,40,45,20,-10,0,0,95,0,0,0,1.0
42391,10,51,100,11,60,44,276,1,0,0,1.0
42392,-40,-70,-25,-100,-25,-95,-355,0,0,0,0.5
42393,35,-15,0,40,25,-60,25,0,0,0,1.0
42394,0,-10,0,-50,-30,-30,-120,0,0,1,1.0
42395,-25,10,-10,10,-10,5,-20,1,1,1,4.0
42396,70,25,-15,-20,-45,-10,5,0,0,0,1.0
42397,20,20,30,40,30,5,145,1,0,0,2.0
42398,-40,1,-60,-70,-75,7,-237,1,0,0,1.0
42399,-24,-60,-5,-45,5,-56,-185,0,0,1,1.0
42400,-13,38,-15,1,-3,-43,-35,0,0,0,2.0
42401,-18,3,9,-43,-53,-18,-120,0,0,0,1.0
42402,-10,-60,55,-140,-65,-50,-270,0,0,1,1.0
42403,-32,-50,-32,-38,-16,-52,-220,0,0,0,0.5
42404,13,-36,13,35,20,70,115,0,0,0,2.0
42405,-11,-26,-21,-28,-18,1,-103,1,0,0,1.0
42406,-15,10,-25,45,15,-50,-20,0,0,0,2.0
42407,34,90,5,40,-5,56,220,1,1,0,1.0
42408,-14,-66,-70,0,0,-25,-175,0,0,0,0.5
42409,-17,-35,-26,20,33,15,-10,1,0,0,0.25
42410,-25,4,-14,5,-5,-50,-85,0,0,0,1.0
42411,15,-30,-55,40,-25,45,-10,1,0,0,0.25
42412,25,93,12,30,30,75,265,1,0,0,1.0
42413,23,28,-88,88,-58,91,84,1,0,0,0.0625
42414,20,-55,35,60,45,-15,90,0,0,0,0.25
42415,29,34,33,15,33,-15,129,0,0,0,1.0
42416,56,62,58,38,45,43,302,1,0,0,1.0
42417,92,95,95,75,85,80,522,1,1,0,1.0
42418,40,65,93,102,100,30,430,1,0,0,0.125
42419,-8,-27,-15,73,50,72,145,0,0,0,0.5
42420,40,17,5,23,55,45,185,1,0,0,0.5
42421,-10,-65,45,-70,45,20,-35,1,0,0,0.5
42422,-5,65,-10,20,20,-5,85,0,0,0,1.0
42423,38,-95,-34,-5,-4,-55,-155,0,0,0,1.0
42424,-8,-40,-16,-5,-66,-20,-155,0,0,0,1.0
42425,-10,-55,-65,-25,-15,-10,-180,0,0,0,2.0
42426,10,25,-20,-15,-55,-5,-60,0,0,0,1.0
42427,40,80,-5,-25,60,65,215,1,0,0,0.5
42428,-5,70,-25,-10,-45,0,-15,0,0,0,2.0
42429,-20,5,47,-20,-15,0,-3,0,0,0,1.0
42430,19,25,-10,-40,-25,71,40,1,1,0,2.0
42431,15,12,15,5,-5,-38,4,0,0,0,0.5
42432,-17,27,-10,-11,-7,-74,-92,1,0,0,0.5
42433,20,25,15,65,-10,45,160,1,1,0,1.0
42434,20,26,10,35,10,44,145,1,0,0,0.5
42435,-50,-130,-50,-100,-50,-70,-450,0,0,0,2.0
42436,-29,-80,-85,-25,-35,-51,-305,0,0,0,2.0
42437,40,25,25,20,30,40,180,1,0,0,0.25
42438,105,5,-16,50,24,30,198,1,0,0,1.0
42439,-12,-16,-42,99,55,50,134,1,0,0,1.0
42440,-12,-29,-27,2,-7,-18,-91,0,0,0,0.5
42441,15,95,85,-20,45,45,265,1,0,0,2.0
42442,-10,-35,-55,52,15,50,17,0,0,0,2.0
42443,12,92,-10,-8,-65,-9,12,0,0,0,1.0
42444,-14,-25,0,19,14,-41,-47,0,0,0,1.0
42445,-40,-70,-50,-100,-10,-25,-295,0,0,1,1.0
42446,-23,-43,-25,-20,-5,-5,-121,0,0,0,1.0
42447,25,70,10,-20,10,15,110,1,0,0,2.0
42448,0,1,3,-33,-19,7,-41,1,0,0,1.0
42449,-35,17,52,-31,4,35,42,1,0,0,1.0
42450,5,25,-5,-35,-80,30,-60,1,0,0,0.25
42451,-20,37,43,-3,23,-35,45,1,0,0,4.0
42452,35,57,55,105,75,45,372,1,1,0,0.5
42453,31,2,-36,34,29,92,152,1,0,0,0.5
42454,45,20,25,-10,25,0,105,0,0,0,1.0
42455,-10,70,-30,-50,5,55,40,1,0,0,0.125
42456,-55,16,-15,-75,-15,67,-77,1,0,0,1.0
42457,-44,-41,207,-41,207,-23,265,0,0,0,0.5
42458,-40,-53,30,13,45,-5,-10,0,0,0,1.0
42459,45,40,47,30,52,40,254,1,0,0,1.0
42460,15,8,34,14,24,-39,56,0,0,0,2.0
42461,85,20,30,40,20,-15,180,0,1,0,0.5
42462,40,38,19,58,9,46,210,1,0,0,1.0
42463,21,30,0,75,60,24,210,1,0,0,1.0
42464,-60,-43,25,-27,-45,-60,-210,0,0,0,0.25
42465,-21,-65,-20,-115,-90,-39,-350,0,0,1,0.25
42466,3,26,69,19,6,-80,43,1,0,0,1.0
42467,-80,-60,15,-65,0,-70,-260,0,0,0,0.5
42468,-50,-85,-35,5,-25,-5,-195,0,0,0,1.0
42469,14,-40,-30,-5,0,-29,-90,0,0,0,1.0
42470,-17,-15,-25,5,-20,2,-70,1,0,0,0.5
42471,-23,-15,-20,-20,-10,-16,-104,0,0,0,1.0
42472,17,-39,-22,22,57,-29,6,0,0,0,0.5
42473,-19,26,10,26,-12,21,52,1,0,0,1.0
42474,55,45,40,40,-20,-20,140,0,0,0,1.0
42475,10,-20,30,45,-15,5,55,1,0,0,0.5
42476,90,11,-51,21,-41,44,74,1,0,0,1.0
42477,-27,-28,-5,-18,-20,-10,-108,0,0,0,2.0
42478,35,52,50,28,35,35,235,1,0,0,1.0
42479,33,17,-9,10,1,58,110,1,0,0,1.0
42480,-45,8,48,-10,50,-31,20,0,0,0,0.5
42481,-15,-5,-45,-30,-35,15,-115,1,0,0,1.0
42482,30,50,10,30,20,50,190,1,0,0,0.5
42483,-70,90,-10,85,-20,25,100,1,1,0,1.0
42484,8,108,43,121,54,60,394,1,1,0,1.0
42485,-12,-18,-13,17,-6,27,-5,1,0,0,2.0
42486,5,-10,-45,-10,25,93,58,0,0,0,2.0
42487,0,-42,-118,-27,18,-26,-195,0,0,0,0.25
42488,-37,-8,32,-17,-22,17,-35,1,0,0,2.0
42489,33,57,30,12,10,83,225,1,0,0,2.0
42490,-38,-56,-50,-56,-50,-45,-295,0,0,0,0.5
42491,-20,10,30,-47,-38,-55,-120,1,0,0,1.0
42492,12,1,2,10,10,10,45,1,0,0,0.5
42493,20,25,15,-52,-35,-60,-87,0,0,0,1.0
42494,1,-52,8,42,17,-49,-33,0,0,0,0.5
42495,-30,-39,-33,-35,-30,-40,-207,0,0,0,1.0
42496,-15,22,32,19,14,-2,70,0,0,0,1.0
42497,10,-35,-85,0,-40,75,-75,0,0,0,1.0
42498,1,-55,30,-45,120,-51,0,0,1,1,1.0
42499,-19,1,-35,-35,-59,0,-147,0,0,0,0.5
42500,-15,-25,-30,20,-10,-38,-98,0,0,0,2.0
42501,20,10,40,60,25,-75,80,0,0,0,0.5
42502,-42,-52,-42,-72,-42,-34,-284,0,0,0,1.0
42503,-58,-38,-28,-124,-52,-52,-352,0,0,1,1.0
42504,-45,-60,-45,0,-40,-40,-230,0,0,0,0.5
42505,45,37,25,15,30,-22,130,0,0,0,2.0
42506,65,35,25,60,55,-30,210,1,0,0,0.5
42507,8,75,-5,-15,35,-60,38,1,0,0,1.0
42508,45,50,1,35,21,58,210,1,0,0,1.0
42509,12,-28,10,19,0,-13,0,0,0,1,2.0
42510,12,-44,-42,-33,-51,14,-144,1,0,0,2.0
42511,8,17,15,25,19,41,125,1,0,0,1.0
42512,-55,-75,-60,-10,-60,-36,-296,0,0,0,1.0
42513,48,70,0,50,10,2,180,1,0,0,1.0
42514,5,30,45,-125,-15,-105,-165,0,0,0,2.0
42515,-10,-35,-10,-35,-10,-5,-105,0,0,0,4.0
42516,-34,-56,-21,-80,-15,-56,-262,0,0,1,1.0
42517,34,5,20,45,30,5,139,1,0,0,0.25
42518,-4,35,-26,-46,-31,-44,-116,0,0,0,1.0
42519,15,40,20,50,20,-10,135,0,0,0,1.0
42520,24,77,0,15,51,37,204,1,0,0,1.0
42521,15,-25,50,-90,20,-80,-110,1,0,1,2.0
42522,-9,-15,15,40,35,29,95,1,0,0,1.0
42523,15,70,25,5,45,50,210,1,0,0,1.0
42524,28,85,10,-5,10,45,173,1,0,0,1.0
42525,-31,35,-13,-17,-23,52,3,1,0,0,1.0
42526,-57,19,38,119,30,95,244,1,0,0,1.0
42527,-10,-5,-37,-45,-37,-25,-159,0,0,0,1.0
42528,66,23,36,42,50,-37,180,0,0,0,0.5
42529,37,38,15,63,15,77,245,1,0,0,1.0
42530,-119,-25,20,-10,30,-1,-105,0,0,0,1.0
42531,17,10,60,19,11,-47,70,0,0,0,0.5
42532,-22,-20,-6,-21,-22,-15,-106,0,0,0,1.0
42533,13,-5,5,-2,11,4,26,1,0,0,2.0
42534,28,33,23,30,30,60,204,1,0,0,1.0
42535,24,35,-55,33,-57,20,0,1,0,0,2.0
42536,25,43,35,-30,0,27,100,1,0,0,0.25
42537,-36,38,58,-39,-24,66,63,1,0,0,1.0
42538,62,20,-25,-20,25,55,117,1,0,0,1.0
42539,0,0,0,-10,0,-35,-45,0,0,0,1.0
42540,-35,-33,13,7,23,-55,-80,0,0,0,1.0
42541,0,-7,14,5,15,-49,-22,0,0,0,2.0
42542,5,10,62,40,62,11,190,1,0,0,4.0
42543,65,20,15,35,45,-30,150,0,0,0,0.5
42544,-5,20,0,-25,-35,-55,-100,0,0,0,1.0
42545,10,110,50,35,-55,-5,145,0,0,0,0.5
42546,30,55,32,65,37,-17,202,0,0,0,1.0
42547,6,40,11,10,-9,-3,55,0,1,0,0.125
42548,-5,-85,-5,5,-50,-10,-150,0,0,0,1.0
42549,65,-10,23,-15,10,-33,40,0,0,0,1.0
42550,-11,-21,-44,10,-32,33,-65,1,0,0,2.0
42551,5,-20,-13,-40,-13,-91,-172,0,0,0,1.0
42552,-15,-40,-55,25,-25,-75,-185,0,0,0,1.0
42553,0,-7,-10,32,-10,57,62,0,0,0,2.0
42554,15,17,12,92,52,60,248,1,0,0,0.5
42555,-30,-102,-22,-137,-58,-106,-455,0,0,1,1.0
42556,5,-50,5,5,5,40,10,1,0,0,2.0
42557,10,35,72,60,67,31,275,1,0,0,1.0
42558,-40,-90,-90,-90,30,-50,-330,0,0,1,1.0
42559,-15,10,0,-5,45,-50,-15,0,0,0,1.0
42560,0,-10,32,40,42,36,140,1,0,0,1.0
42561,4,10,-18,-45,-18,-79,-146,0,0,1,1.0
42562,-8,-35,5,-85,-55,40,-138,1,0,0,1.0
42563,-15,-38,0,-25,0,-22,-100,0,0,1,1.0
42564,-10,-70,15,-110,-20,5,-190,1,0,1,1.0
42565,13,18,13,39,79,-10,152,0,0,0,0.5
42566,25,8,20,28,15,-28,68,0,0,0,0.5
42567,-25,50,15,-60,-20,30,-10,1,0,0,1.0
42568,18,39,72,13,8,49,199,1,0,0,0.5
42569,-15,-75,-66,0,-56,-30,-242,0,0,0,0.25
42570,-50,-78,-105,-65,-55,-25,-378,0,0,1,1.0
42571,-15,-30,-40,20,-70,25,-110,1,0,0,1.0
42572,19,-2,3,-44,-7,-1,-32,0,0,0,0.5
42573,-10,25,25,-30,-30,-35,-55,0,0,0,1.0
42574,15,-30,0,75,10,-10,60,0,0,0,1.0
42575,-5,-63,-37,20,10,-10,-85,0,0,0,1.0
42576,-15,105,-5,25,-50,35,95,1,0,0,2.0
42577,-46,-14,-35,4,-15,-49,-155,0,0,0,0.25
42578,-25,-75,30,-65,-5,-40,-180,0,0,0,0.25
42579,-16,-32,-11,-39,29,-23,-92,0,0,0,0.5
42580,10,35,0,-5,-75,35,0,1,1,1,0.5
42581,-15,30,-15,40,-10,85,115,1,0,0,1.0
42582,-10,10,30,10,30,125,195,1,1,0,1.0
42583,-26,-25,-35,-42,-42,5,-165,1,0,0,1.0
42584,5,50,10,10,-10,-25,40,0,0,0,1.0
42585,-30,-65,-18,-25,7,-28,-159,0,0,0,1.0
42586,33,95,59,120,64,-5,366,1,0,0,1.0
42587,46,-65,45,12,55,-66,27,0,0,0,2.0
42588,60,-52,-22,-52,-37,-27,-130,0,0,0,1.0
42589,-3,17,2,-30,5,17,8,1,0,0,1.0
42590,29,21,-38,23,-8,28,55,1,0,0,2.0
42591,-15,-30,-25,-30,-5,-18,-123,0,0,0,1.0
42592,32,69,60,99,80,60,400,1,1,0,2.0
42593,-21,-39,-57,-19,-57,-102,-295,0,0,0,1.0
42594,44,-10,-15,30,15,-40,24,0,0,0,2.0
42595,-42,-55,-40,-75,-40,-48,-300,0,0,0,1.0
42596,2,25,62,-53,-48,-30,-42,0,0,0,1.0
42597,5,20,5,20,10,-4,56,0,0,0,2.0
42598,-10,-8,-20,-8,-10,-30,-86,0,0,0,1.0
42599,-8,8,-13,-29,-30,-2,-74,0,0,0,0.5
42600,-9,-25,-55,15,-15,-11,-100,0,0,0,0.25
42601,28,-7,33,77,119,10,260,1,0,0,2.0
42602,9,-84,-15,-40,-20,-30,-180,0,0,0,0.25
42603,-43,-53,8,-26,-21,6,-129,1,0,0,1.0
42604,20,25,-25,0,5,67,92,1,0,0,0.5
42605,5,-10,36,-25,-4,8,10,1,0,0,1.0
42606,-47,-115,-20,-35,-20,-8,-245,0,0,0,1.0
42607,8,-14,-47,23,25,16,11,1,0,0,2.0
42608,-29,-43,-13,-3,-9,12,-85,1,0,0,1.0
42609,13,43,7,21,1,54,139,1,0,0,1.0
42610,43,-20,-17,2,2,-2,8,0,0,0,0.5
42611,14,3,20,65,65,55,222,1,0,0,1.0
42612,-16,-3,-12,-25,-5,35,-26,1,0,0,1.0
