HP_diff,Attack_diff,Defense_diff,Sp. Atk_diff,Sp. Def_diff,Speed_diff,stats_sum_diff,First_win,First_pokemon_Legendary,Second_pokemon_Legendary
22,-60,-41,-65,-20,-55,-219,0,0,0
0,-50,-170,28,-35,30,-197,1,0,0
30,1,-25,-39,-65,4,-94,1,0,0
0,-60,-38,-65,-23,40,-146,1,0,0
-55,-80,140,-130,140,-110,-95,0,0,0
-15,23,-65,-12,-55,-51,-175,0,0,0
38,6,-41,6,-41,41,9,1,0,0
75,-10,-50,0,-35,-10,-30,0,0,0
-15,-30,-18,60,-10,8,-5,1,0,0
25,10,30,40,30,5,140,1,0,0
-10,7,-15,14,-25,-25,-54,0,0,0
75,25,20,45,50,30,245,1,0,0
-12,-60,-85,60,25,-10,-82,0,0,0
46,80,-60,60,4,30,160,1,1,0
-11,-36,-29,-14,-14,9,-95,0,0,0
0,-5,-28,85,25,-27,50,0,0,0
20,60,15,6,-4,55,152,1,0,0
-10,-48,-67,27,-17,73,-42,1,0,0
-35,30,45,-60,-100,-5,-125,0,0,0
-51,20,20,-72,-30,56,-57,1,0,0
8,-25,-27,-3,-11,23,-35,1,0,0
45,55,25,70,30,60,285,1,0,0
9,16,50,-40,-5,-40,-10,0,0,0
-42,-39,-107,-39,-131,-82,-440,0,0,1
40,70,35,-10,-10,-30,95,1,0,0
13,14,-2,-3,-24,-10,-12,0,0,0
-24,1,2,-26,7,0,-40,0,0,0
15,-5,-20,0,0,20,10,1,0,0
40,60,25,89,29,-5,238,0,1,0
-140,72,67,22,37,17,75,1,0,0
31,31,24,31,14,9,140,1,1,0
0,50,60,20,0,10,140,1,0,0
-32,-55,-70,-33,-50,-60,-300,0,0,0
26,22,37,26,35,15,161,1,0,0
0,-10,-35,20,-50,15,-60,1,0,0
5,0,-5,20,30,60,110,1,1,0
18,12,-20,3,20,-17,16,0,0,0
-15,-19,110,-15,-5,29,85,1,0,0
50,87,65,97,70,-26,343,1,0,0
-10,-18,-22,-35,-55,-20,-160,0,0,0
51,94,39,25,39,-5,243,0,0,0
40,50,50,40,30,50,260,1,0,0
-41,-13,2,-22,-12,31,-55,1,0,0
-15,-50,-10,-80,-45,-75,-275,0,0,0
-20,-55,-80,-40,-75,-35,-305,0,0,0
1,34,-19,34,-34,28,44,1,0,0
15,35,90,5,45,-10,180,0,0,0
-52,-56,-49,-43,-49,-19,-268,0,0,0
45,59,31,25,30,110,300,1,0,0
-41,-70,-51,-105,-81,-47,-395,0,0,1
-30,-55,-40,-50,0,-5,-180,0,0,0
-10,3,-35,22,-15,40,5,1,0,0
-12,0,-15,-80,-55,-28,-190,0,0,1
7,17,-44,-5,-4,-6,-35,0,0,0
-16,30,-30,60,-34,-10,0,0,1,1
25,-2,5,-68,5,-35,-70,0,0,1
40,95,95,45,-10,0,265,0,0,0
-17,-7,-31,-38,0,13,-80,1,0,0
30,57,47,57,47,60,298,1,1,0
11,-45,10,-5,20,9,0,1,1,1
19,11,0,-1,-5,11,35,1,0,0
-3,-55,-15,-5,20,-15,-73,0,0,0
-2,52,24,33,10,12,129,1,0,0
-100,-60,-55,-20,-20,-25,-280,0,0,1
30,25,92,70,72,26,315,1,0,0
-36,-20,-5,-57,-7,-35,-160,0,0,0
36,79,60,76,35,79,365,1,0,0
20,80,17,35,22,13,187,1,0,0
4,-20,13,15,13,-21,4,0,0,0
20,15,40,70,10,40,195,1,1,0
35,5,5,45,5,-30,65,0,0,0
5,-5,-15,-15,5,30,5,1,0,0
45,22,10,3,-15,25,90,1,0,0
-25,-38,8,5,35,-15,-30,0,0,0
-40,5,-65,5,-55,-20,-170,0,0,0
-1,-32,-17,-28,-13,-49,-140,0,0,1
-34,-48,-32,-73,-1,-17,-205,0,0,0
25,45,55,-35,-15,-10,65,1,0,0
-30,-40,-35,-30,-30,5,-160,1,0,0
45,25,-45,25,15,50,115,1,0,0
-36,-61,-20,-16,-21,10,-144,1,0,0
-80,-70,-35,25,-30,55,-135,0,0,0
-8,-43,-40,37,-15,4,-65,1,0,0
44,50,35,60,45,46,280,1,1,0
8,-11,-12,45,-5,32,57,1,0,0
-55,-10,-35,-75,-20,20,-175,1,0,1
105,35,0,-20,0,25,145,1,0,0
-3,5,-90,-10,-50,0,-148,0,0,0
-10,-3,-20,42,5,18,32,1,0,0
5,0,14,15,24,20,78,1,0,0
-16,-35,-16,-5,-5,-25,-102,0,0,0
-25,-25,-10,-80,-65,-100,-305,0,0,0
-3,-5,20,-45,-10,-37,-80,0,0,0
-19,-11,8,-43,-2,-18,-85,0,0,0
0,-35,5,-40,20,-60,-110,0,0,1
-27,-24,-76,1,-76,32,-170,1,0,0
-35,40,-5,-35,-10,50,5,1,0,0
-6,-23,-18,-25,-9,6,-75,1,0,0
-25,-55,-90,-65,-50,-10,-295,0,0,0
0,65,45,0,-15,20,115,1,0,0
-33,-56,55,-6,15,-55,-80,0,0,0
10,-10,15,-85,-10,-50,-130,0,0,0
49,46,20,36,30,-4,177,0,0,0
60,-20,61,30,91,15,237,1,0,0
-17,10,-15,-30,5,57,10,1,0,0
36,77,41,4,-24,51,185,1,0,0
52,60,50,90,55,42,349,1,0,0
-2,19,27,-55,-5,-17,-33,0,0,0
25,60,35,30,-20,35,165,1,0,0
-25,-50,-74,-40,-24,25,-188,1,0,1
4,-29,16,-14,21,-4,-6,0,0,0
29,51,40,87,27,84,318,1,1,0
-30,30,-20,-45,-10,55,-20,1,0,0
10,-33,-90,5,-20,69,-59,0,0,0
-57,-105,-50,-40,-20,-33,-305,0,0,0
-13,103,60,2,25,82,259,1,0,0
-54,-31,-18,9,7,-3,-90,0,0,0
-26,-19,-16,-39,-6,-18,-124,0,0,0
-15,0,0,-35,0,-50,-100,0,0,0
-1,-20,-48,-20,53,-33,-69,0,0,0
0,-60,-180,-25,-45,-15,-325,0,0,0
-22,97,3,-16,17,-31,48,0,0,0
-10,-15,0,0,0,-45,-70,0,0,0
-35,-90,5,15,20,-15,-100,0,0,0
-50,-40,5,-95,-35,-35,-250,0,0,1
-48,-54,-30,-50,-65,-45,-292,0,0,0
40,55,-25,50,25,45,190,1,0,0
-4,-13,-35,70,15,62,95,1,0,0
25,10,-85,0,-25,25,-50,1,0,0
39,-18,-28,-40,20,-28,-55,0,0,0
15,35,-4,-70,2,-79,-101,0,0,0
-5,-43,-18,10,2,-32,-86,0,0,0
-32,-18,43,9,-12,-66,-76,0,0,0
2,36,31,-25,4,32,80,1,0,0
20,80,20,25,20,45,210,1,0,0
0,-40,-20,-40,-40,-35,-175,0,0,0
-15,-27,-11,-75,-20,-37,-185,0,0,1
30,30,27,25,37,28,177,1,0,0
5,-15,35,10,20,20,75,1,0,0
18,86,50,116,70,55,395,1,1,0
-35,0,-52,-30,-32,80,-69,1,0,0
21,42,18,-27,-5,8,57,1,0,0
19,-26,-10,-26,12,-21,-52,0,0,0
10,-39,-5,25,40,29,60,1,0,0
-85,-5,26,5,16,15,-28,1,0,0
25,38,42,75,40,60,280,1,0,0
-55,-31,-9,25,0,-5,-75,0,0,0
35,31,26,62,15,88,257,1,0,0
4,30,62,-29,-27,8,48,1,0,0
0,5,2,-10,2,-31,-32,0,0,0
30,58,-5,-3,-20,-15,45,0,0,0
50,106,57,40,30,12,295,1,0,0
41,51,25,-4,23,9,145,1,1,0
10,60,85,-15,-5,20,155,1,0,0
-16,-12,38,-40,40,-27,-17,0,0,0
-21,14,-38,-26,-48,19,-100,1,0,0
-18,-52,-15,21,-3,-63,-130,1,0,0
-12,-8,-10,-23,0,43,-10,1,0,0
18,39,9,24,-1,-36,53,0,0,0
-34,-59,-55,-12,-15,-12,-187,0,0,0
8,0,5,5,-5,11,24,1,0,0
-15,-30,-20,-40,-25,-47,-177,0,0,0
-25,15,20,30,15,90,145,1,1,0
-36,-19,-15,-21,-10,6,-95,1,0,0
46,55,40,114,35,85,375,1,1,0
-80,-65,-35,-25,-15,-20,-240,0,0,1
46,25,21,94,21,53,260,1,1,0
-41,-135,15,-54,-60,-70,-345,0,0,1
-72,-21,-22,-5,-30,20,-130,1,0,0
25,51,10,45,10,49,190,1,0,0
50,20,10,10,0,-20,70,0,0,0
-5,39,-20,39,-45,-44,-36,0,0,0
37,12,46,68,35,77,275,1,0,0
15,45,42,65,42,66,275,1,0,0
10,45,-10,-50,0,40,35,1,0,0
14,38,-45,48,0,71,126,1,0,0
-25,-30,10,-30,5,0,-70,0,0,0
-23,-35,-26,-15,-16,-40,-155,0,0,0
6,-28,-3,32,25,43,75,0,0,0
25,25,0,50,0,40,140,1,0,0
-10,2,-20,-45,-20,-11,-104,1,0,0
15,0,-26,25,-6,4,12,1,0,0
-15,-105,-20,-55,45,-20,-170,0,0,0
185,-35,-45,-90,45,20,80,0,0,0
1,25,-20,-9,-35,34,-4,1,0,0
0,-40,-90,10,20,10,-90,1,0,0
45,5,35,35,55,35,210,1,0,0
-60,-125,-30,-55,-75,-70,-415,0,0,0
-5,-45,-25,-35,-95,-25,-230,0,0,0
-4,10,-2,25,-2,44,71,1,0,0
36,72,14,45,15,27,209,1,0,0
-30,95,5,5,-5,70,140,1,0,0
25,39,39,72,72,23,270,1,0,0
-55,-20,-10,-95,-50,-40,-270,0,0,0
50,37,-52,55,10,50,150,1,0,0
44,30,0,-25,-10,-19,20,0,0,0
-55,-105,-75,-80,-20,-65,-400,0,0,0
4,-30,-5,20,-5,16,0,1,0,0
-70,-85,-45,-5,-5,-10,-220,0,0,0
-56,-80,30,-154,-80,-110,-450,0,0,1
15,-75,-20,0,-10,-20,-110,0,0,0
41,52,45,-33,15,-61,59,1,0,0
-3,-20,-25,-10,5,-5,-58,0,0,0
-40,-55,55,-10,60,-20,-10,0,0,0
-15,8,-25,-44,-55,27,-104,1,0,0
10,10,-22,50,8,70,126,1,1,0
15,18,0,10,10,-5,48,0,0,0
16,-5,5,-50,-15,-46,-95,0,0,1
-15,-45,-8,-37,-15,14,-106,1,0,0
0,-15,23,-5,23,-13,13,0,0,0
1,-90,15,4,40,-31,-61,0,0,0
-4,-85,-15,-83,-75,-46,-308,0,0,1
-76,-20,-13,-35,3,-13,-154,0,0,0
46,142,55,111,10,88,452,1,1,0
20,7,17,15,15,26,100,1,0,0
15,98,12,50,10,60,245,1,0,0
-60,-8,84,-18,44,-40,2,0,0,0
-5,50,40,-50,10,-20,25,0,0,0
30,-70,0,-45,0,-60,-145,0,0,0
40,60,25,25,40,74,264,1,0,0
10,55,8,35,-12,-30,66,0,0,0
-4,-8,-53,-3,5,48,-15,1,0,0
-30,-25,-32,-85,-57,22,-207,1,0,0
-61,-47,-10,-35,-11,-31,-195,0,0,0
25,35,-20,-30,-70,-35,-95,0,0,0
-30,-53,-15,8,-10,-5,-105,0,0,0
-21,-25,-69,0,3,-18,-130,0,0,1
15,18,-86,8,-56,46,-55,1,0,0
-35,-75,120,-65,5,-25,-75,0,0,0
-9,-115,-35,-53,-43,0,-255,0,0,0
-3,-5,-7,46,27,-57,1,0,0,0
-46,-22,-45,-14,-35,-13,-175,0,0,0
20,18,0,17,0,20,75,1,1,0
8,30,-52,-40,5,3,-46,1,0,0
75,21,71,10,65,40,282,1,0,0
65,-25,-20,-60,-55,-35,-130,0,0,0
-3,-35,-65,-75,-65,-60,-303,0,0,0
25,45,5,40,65,87,267,1,0,0
-1,3,43,0,25,-15,55,0,0,0
10,35,15,15,-5,-20,50,0,0,0
-10,45,-40,25,-5,-5,10,0,0,0
25,30,9,10,-1,-30,43,0,0,0
-35,92,57,42,22,57,235,1,0,0
76,86,50,96,63,49,420,1,1,0
-25,-24,0,15,5,19,-10,1,0,0
30,0,0,-10,20,55,95,1,0,0
-10,-59,-56,-16,-14,15,-140,1,0,0
40,0,30,60,70,25,225,1,0,0
-55,-43,-23,-21,39,25,-78,1,0,0
5,25,-10,-15,-25,-20,-40,0,0,0
-55,-15,-30,-5,-10,15,-100,1,0,0
55,118,70,83,40,54,420,1,0,0
-5,0,-2,-19,-1,-6,-33,0,0,0
-25,-45,-20,-10,-10,-50,-160,0,0,0
36,62,33,3,20,53,207,1,0,0
-10,-15,-5,32,-20,40,22,1,0,0
10,-40,-20,-65,-25,60,-80,0,0,0
8,17,38,-6,28,12,97,1,0,0
-87,-35,-5,-70,-30,32,-195,1,0,0
-40,-43,-5,-20,-5,-5,-118,0,0,0
-5,40,60,-80,-10,-45,-40,0,0,0
49,-4,19,-44,-6,-58,-44,0,0,0
34,43,80,65,65,33,320,1,0,0
35,17,-67,27,-67,73,18,1,0,0
-20,-20,20,5,10,-5,-10,0,0,0
-15,10,-30,-30,-30,25,-70,1,0,0
0,8,32,8,32,-13,67,0,0,0
-12,-10,-5,5,10,7,-5,1,0,0
15,40,30,0,15,-2,98,0,0,0
-5,-15,-15,45,-35,40,15,1,0,0
-50,-84,10,-15,-20,-31,-190,0,0,0
15,-25,20,20,10,-15,25,0,0,0
-30,42,-35,-23,-35,-53,-134,0,0,0
11,-35,-40,34,0,10,-20,1,1,0
30,20,25,-45,25,55,110,1,0,0
50,15,60,15,60,65,265,1,1,0
-15,40,-80,-20,-50,0,-125,0,0,0
-19,81,-26,81,-36,59,140,1,1,0
-6,80,5,33,13,25,150,1,0,0
10,65,65,-20,80,-15,185,0,0,0
33,43,58,6,19,45,204,1,0,0
55,80,58,5,-17,-25,156,1,0,0
-14,-36,-58,-16,34,45,-45,1,0,0
57,150,105,110,25,-7,440,0,1,0
-45,-30,-15,45,0,36,-9,1,0,0
22,13,36,-61,-13,-56,-59,0,0,0
0,-17,-47,28,18,0,-18,0,0,0
-42,37,87,4,40,4,130,1,0,0
55,70,20,43,12,10,210,1,1,0
-15,-10,-25,-9,-24,-15,-98,0,0,0
52,71,2,-30,0,8,103,1,0,0
35,70,-66,-15,-50,41,15,1,0,0
50,85,30,-20,-20,10,135,0,0,0
17,-72,-35,53,30,22,15,1,0,0
-120,70,65,70,65,50,200,1,1,0
7,15,7,5,12,-24,22,0,0,0
-45,-5,20,-15,10,5,-30,1,0,0
-20,10,40,-25,35,-75,-35,0,0,0
12,17,27,-14,18,-42,18,0,0,0
-20,-25,42,-47,-5,34,-21,1,0,0
23,-4,8,23,73,2,125,1,0,0
-7,72,-20,-28,-20,-22,-25,1,0,0
-33,-65,-21,-25,-61,-25,-230,0,0,0
30,15,-27,-25,-27,-6,-40,0,0,0
0,-11,50,-31,5,-74,-61,0,0,0
1,-25,17,-23,0,1,-29,1,0,0
20,-2,-25,-62,-45,50,-64,1,0,0
-14,5,-25,17,-28,46,1,1,0,0
10,30,85,40,20,-5,180,0,0,0
30,5,25,75,40,-25,150,0,1,0
-45,-100,-45,-45,-65,-10,-310,0,0,0
-40,29,25,-1,5,-14,4,0,0,0
56,-12,-47,47,37,4,85,1,0,0
19,88,98,63,20,-43,245,1,0,0
-1,-15,-8,-8,-13,15,-30,1,0,0
-90,0,15,35,50,48,58,1,0,0
6,-5,-2,-38,7,-13,-45,0,0,0
-216,42,33,-15,-85,10,-231,1,0,0
21,75,25,52,27,70,270,1,0,0
-6,-6,13,19,16,0,36,0,0,0
-56,-75,-35,-129,-65,-115,-475,0,0,1
15,-10,-20,0,5,50,40,1,0,0
30,30,-5,-15,0,-45,-5,0,0,0
33,-80,-144,0,6,0,-185,0,0,0
16,35,40,70,40,39,240,1,0,0
-30,-40,15,-35,-5,-125,-220,0,0,0
-7,-15,-15,65,-10,51,69,1,0,0
41,22,28,89,28,43,251,1,0,0
10,10,15,15,0,-90,-40,0,0,0
-15,-40,60,-90,60,-55,-80,0,0,0
-44,-39,-46,-35,-10,-7,-181,0,0,0
15,30,90,55,85,-15,260,0,0,0
12,21,-32,3,2,64,70,1,0,0
40,100,35,145,35,55,410,1,1,0
85,13,18,14,16,7,153,1,0,0
-25,60,35,20,30,55,175,1,0,0
-11,4,-20,-95,-40,-35,-197,0,0,1
81,-17,23,13,43,22,165,1,0,0
5,-5,45,0,15,35,95,1,0,0
-55,-25,-8,5,30,30,-23,1,0,0
15,-15,47,45,27,-75,44,0,0,0
15,-77,-67,-9,-14,-13,-165,0,0,0
50,87,134,-21,-4,-17,229,1,0,0
-10,20,-25,-40,-40,-55,-150,0,0,1
5,76,15,6,5,69,176,1,0,0
-23,-29,7,-44,0,-65,-154,0,0,0
-49,64,12,7,-8,34,60,1,0,0
-52,-89,-42,6,-9,-5,-191,0,0,0
-18,-42,20,13,20,17,10,1,0,0
-55,-5,40,-75,-25,-50,-170,0,0,0
40,42,13,52,23,-5,165,0,0,0
-2,-40,19,-5,50,23,45,1,0,0
4,40,15,20,-5,81,155,1,1,0
25,-5,35,15,35,5,110,1,0,0
-31,-19,-1,-64,-31,-48,-194,0,0,0
30,0,15,-60,5,-85,-95,0,0,0
20,29,20,29,40,8,146,0,0,0
-75,45,26,35,16,35,82,1,1,0
15,-5,-15,-15,30,-15,-5,0,0,0
0,-58,-70,-40,-40,19,-189,1,0,1
29,35,20,-19,35,-1,99,0,1,0
18,10,20,125,90,40,303,1,0,0
-10,-9,-68,-44,-20,31,-120,1,0,0
210,-90,-35,30,90,45,250,0,0,0
-5,-20,-29,-24,-18,-23,-119,0,0,0
-5,-60,-35,35,-35,75,-25,0,0,0
3,40,61,20,5,5,134,1,0,0
-35,-48,-29,-30,-22,19,-145,1,0,0
18,-20,8,27,94,20,147,1,0,0
16,37,7,-15,5,35,85,1,0,0
-24,-52,-42,-93,-78,-56,-345,0,0,1
-3,-35,14,-85,-10,-5,-124,0,0,0
40,35,15,110,80,65,345,1,0,0
30,-25,35,-70,-35,-20,-85,0,0,1
-40,30,55,-32,55,-78,-10,0,0,0
-200,55,55,25,-45,-20,-130,1,0,0
5,70,0,35,-70,20,60,1,0,0
-45,7,40,-7,-25,-5,-35,0,0,0
-45,-80,-20,-50,-30,-30,-255,0,0,0
8,30,5,-70,-55,12,-70,1,0,1
-40,-20,-22,-23,-38,-26,-169,0,0,0
25,-20,30,95,30,60,220,1,0,0
5,-5,37,-4,37,-18,52,0,0,0
-30,13,13,7,-38,35,0,1,1,0
18,35,16,-5,-27,42,79,1,0,0
11,40,35,70,40,34,230,1,0,0
-43,-25,-5,-25,-10,-71,-179,0,0,0
-60,-40,-45,-65,-75,5,-280,1,0,0
-10,-60,0,-25,-25,-90,-210,0,0,0
20,-5,25,30,5,-15,60,0,0,0
-18,-5,-8,-7,-49,30,-57,1,0,0
-20,15,30,-45,-10,-60,-90,1,0,0
20,30,30,-5,-15,40,100,1,0,0
-4,13,-8,-50,-41,8,-82,1,0,0
10,-65,140,-60,5,-85,-55,0,0,0
25,35,15,65,15,30,185,1,0,0
16,20,3,27,22,2,90,1,0,0
5,-47,-67,-42,-17,-20,-188,0,0,0
-15,-20,5,15,-40,-35,-90,0,0,0
-11,44,-31,-44,-39,-68,-149,1,0,0
-11,-29,-20,-12,-20,-13,-105,0,0,1
-10,-4,24,-11,6,3,8,1,0,0
-69,35,-20,-65,-55,-30,-204,0,0,0
-31,-10,50,-105,-71,-65,-232,0,0,1
10,35,108,-3,20,-54,116,0,0,0
15,20,60,75,15,45,230,1,0,0
-2,-16,-2,29,5,0,14,0,0,0
-13,-68,-15,14,9,14,-59,1,0,0
-105,-100,-55,-124,-70,-90,-544,1,0,1
-24,-40,-12,-30,-12,-16,-134,0,0,0
23,37,5,22,-15,-42,30,0,0,0
-25,-50,-10,70,15,-15,-15,0,0,0
-30,-25,25,35,45,0,50,0,1,0
0,35,8,15,8,47,113,1,0,0
10,88,60,2,20,15,195,1,0,0
25,-5,25,30,55,60,190,1,1,0
0,-10,25,40,50,-13,92,0,1,0
-12,-23,-15,-27,-35,-47,-159,0,0,0
-12,-27,-3,-69,-39,-21,-171,0,0,0
-26,-31,-22,20,-10,-57,-126,0,0,0
30,-15,-35,-50,-60,-55,-185,0,0,0
-15,-65,-35,15,0,-15,-115,0,0,0
-19,-36,-15,-50,-10,-30,-160,0,0,0
30,65,60,0,30,0,185,0,0,0
9,-50,12,-25,12,-69,-111,0,0,0
35,55,20,-13,0,20,117,1,0,0
1,64,-8,14,34,15,120,1,0,0
46,-23,-43,54,44,-6,72,0,0,0
65,80,35,60,35,80,355,1,1,0
38,13,71,7,51,-35,145,0,0,0
-55,-54,-55,-20,-55,-8,-247,0,0,0
-10,10,17,0,17,36,70,1,0,0
35,135,80,-15,30,35,300,1,0,0
-12,16,-4,-18,-10,-27,-55,0,0,0
23,-5,35,-25,0,42,70,1,0,0
-30,13,-5,-48,10,-10,-70,0,0,0
11,25,8,-3,12,17,70,1,0,0
100,28,-8,28,-8,55,195,1,1,0
6,5,0,-38,22,60,55,1,0,0
-55,-85,-44,-10,0,-11,-205,0,0,0
11,90,65,25,65,-11,245,0,0,0
-10,-15,0,-5,25,-15,-20,0,1,0
-12,-101,-67,-28,-44,-60,-312,0,0,0
59,72,50,15,33,57,286,1,0,0
-8,11,-17,24,3,10,23,1,0,0
-81,-91,-24,-26,21,-9,-210,0,0,0
-32,-56,-17,20,5,35,-45,1,0,0
-5,19,-5,-11,-35,36,-1,1,0,0
-17,15,-29,6,-2,46,19,1,0,0
-25,-80,-65,10,-15,-15,-190,0,0,0
-11,-105,-15,-115,-75,-65,-386,0,0,1
-45,-59,-55,-25,-35,-6,-225,0,0,0
-15,-111,-42,-28,-69,-65,-330,1,0,0
10,4,125,1,97,-30,207,0,0,0
30,45,-27,-3,-10,-24,11,0,0,0
-15,-6,-72,36,-25,12,-70,1,0,0
45,-4,-15,56,65,38,185,1,1,0
11,27,-1,17,-4,41,91,1,0,0
5,8,-20,-58,-20,-35,-120,0,0,0
20,-10,10,-5,15,-10,20,0,0,0
-23,-19,-23,-109,-60,-40,-274,0,0,0
33,15,-32,-35,-37,15,-41,1,0,0
25,35,30,35,35,25,185,1,0,0
5,35,-130,55,5,50,20,1,0,0
-15,-50,-60,-5,-15,-53,-198,0,0,0
-5,-50,-10,-20,-15,-50,-150,0,0,0
5,-60,-60,-15,3,-8,-135,0,0,0
21,6,36,65,36,26,190,1,1,0
10,24,40,-20,20,-59,15,0,0,0
41,1,29,-18,22,45,120,0,0,0
20,-15,40,-30,125,-60,80,0,1,0
-17,-19,-31,-54,-39,-11,-171,0,0,0
-10,15,67,20,32,-9,115,0,0,0
14,18,7,-22,-28,16,5,1,0,0
-2,44,42,-37,-27,69,89,1,0,0
-35,-20,-35,-65,-35,-40,-230,0,0,0
-8,-12,-85,-29,-18,64,-88,1,0,0
29,50,15,-15,-20,34,93,1,0,0
17,16,-3,-55,-30,-45,-100,0,0,0
-11,20,3,-7,-4,31,32,1,0,0
50,-55,-55,-45,5,0,-100,0,0,0
4,13,10,10,10,20,67,1,0,0
61,90,25,169,75,85,505,1,1,0
-28,-75,-20,5,-70,-10,-198,0,0,0
-20,-55,-55,-110,-60,-20,-320,0,0,0
-10,-40,-77,77,20,36,6,1,0,0
-35,-55,-28,-50,-23,-61,-252,0,0,0
3,-18,28,-47,-3,-23,-60,0,0,0
43,46,35,55,34,15,228,1,0,0
-15,24,-17,32,-17,10,17,1,0,0
16,29,27,-8,27,-8,83,0,1,0
-9,-68,-15,-68,-25,-45,-230,0,0,0
-55,-90,-45,-155,-115,-35,-495,0,0,1
-33,-27,-27,-17,-22,-37,-163,0,0,0
20,-10,-25,30,50,40,105,1,1,0
-3,-27,-16,-32,-10,-27,-115,0,0,0
-45,40,-45,5,-25,15,-55,1,0,0
-35,3,63,-88,-58,-20,-135,0,0,0
45,45,130,-15,40,-30,215,0,0,0
25,-30,-60,-45,-30,-20,-160,0,0,0
-50,-80,-47,-31,-36,-68,-312,0,0,0
30,75,27,35,57,45,269,1,0,0
-10,25,-5,0,5,10,25,1,0,0
-10,7,39,32,39,-42,65,0,0,0
50,38,-50,-28,-40,60,30,1,0,0
-5,18,15,-42,-5,-23,-42,0,0,0
0,-20,-35,-50,-80,-5,-190,0,0,0
88,96,55,104,73,64,480,1,1,0
20,30,-11,25,9,47,120,1,0,0
0,-40,-40,5,-40,-45,-160,0,0,0
25,23,0,-7,35,-73,3,0,0,0
39,58,80,100,80,22,379,1,0,0
-9,-21,-25,-26,-33,22,-92,1,0,0
15,5,-10,90,40,40,180,1,0,0
-50,-80,-60,-20,-75,-10,-295,0,0,0
182,-90,-50,-25,75,-10,82,0,0,0
16,50,39,-75,50,-20,60,0,0,1
-23,7,13,9,19,16,41,1,0,0
0,-5,25,-40,25,-5,0,0,0,0
6,-48,-22,0,-22,43,-43,1,0,0
0,0,25,45,15,20,105,1,0,0
25,66,11,50,-5,10,157,1,0,0
-25,-80,-30,-120,-30,-20,-305,0,0,1
-10,50,-23,-65,17,29,-2,1,0,0
-69,-50,-25,-80,-35,-65,-324,0,0,0
20,62,75,87,0,28,272,1,1,0
-10,35,-30,35,-50,-30,-50,0,0,0
-50,-99,-55,-70,-75,-46,-395,0,0,0
-3,-4,-1,4,11,43,50,1,0,0
-5,5,-11,6,16,22,33,1,0,0
-30,-20,5,-45,-65,-50,-205,0,0,0
-20,-2,-17,-42,-37,-6,-124,0,0,0
-36,-7,-28,13,-39,27,-70,1,0,0
-92,-95,-95,-75,-85,-80,-522,0,0,1
20,-10,15,5,75,40,145,1,0,0
-60,-115,155,-30,135,-80,5,0,0,0
-25,-66,-30,-26,-10,-49,-206,0,0,0
-21,-25,-5,-25,-5,81,0,1,1,0
-5,-49,-45,-35,-45,-16,-195,0,0,0
15,1,0,-44,-35,-32,-95,0,0,0
-5,-11,-15,-18,5,34,-10,1,0,0
-18,-36,-40,-66,-80,-55,-295,0,0,1
23,32,32,45,30,43,205,1,0,0
-34,-95,-65,12,-68,-9,-259,0,0,1
45,65,36,0,42,-9,179,0,0,0
-5,90,-35,12,-135,60,-13,1,0,1
21,37,-3,-85,-20,-45,-95,0,0,0
125,25,-10,10,-10,0,140,0,0,0
16,2,17,14,42,25,116,1,0,0
35,40,55,-35,-15,5,85,1,0,0
-40,-42,-47,-45,-55,-26,-255,0,0,0
-70,-90,-30,-5,35,-30,-190,0,0,0
-60,-120,-45,-135,-95,-20,-475,0,0,1
-38,-75,10,-55,-20,-47,-225,0,0,0
10,40,28,-25,-37,5,21,0,0,0
10,40,40,10,-15,30,115,1,0,0
5,30,25,40,-10,20,110,1,1,0
49,-52,30,37,-23,-36,5,0,0,0
10,55,15,-55,5,40,70,1,0,0
65,35,90,45,15,-15,235,0,0,0
-150,12,-18,32,-18,32,-110,1,0,0
10,13,27,70,30,-40,110,0,0,0
-39,-85,-35,-80,-40,-56,-335,0,0,1
18,-30,45,65,75,10,183,1,0,0
-27,-59,-66,-24,-61,67,-170,0,0,0
-38,-40,-22,-40,-25,-25,-190,0,0,0
-21,-52,73,-35,75,-25,15,0,0,0
-31,-76,-19,9,-34,-19,-170,0,0,0
-45,0,-35,-104,-74,-30,-288,0,0,0
0,45,5,-75,-5,-20,-50,0,0,0
-20,-35,-38,-35,-23,25,-126,1,0,0
-13,-40,-5,-2,-8,-35,-103,0,0,0
48,15,47,-18,41,8,141,1,0,0
-25,3,-128,-2,-98,30,-220,1,0,0
-15,-27,15,17,-60,-20,-90,0,0,0
17,-40,25,55,30,-35,52,0,0,0
-20,-55,-15,30,15,45,0,0,0,0
-5,-45,-45,-15,25,35,-50,1,0,0
45,10,25,35,25,55,195,1,0,0
55,45,-40,-40,0,60,80,1,0,0
-35,0,65,15,75,0,120,0,0,0
20,45,60,-45,0,-55,25,1,0,0
30,-5,-15,-15,-5,-25,-35,0,0,0
25,5,5,33,53,22,143,1,0,0
15,-28,-8,88,78,50,195,1,0,0
-34,32,-21,17,-36,69,27,1,0,0
-50,-25,-29,-30,-75,-51,-260,0,0,0
10,85,23,-85,40,-18,55,0,0,0
-30,-62,-32,-12,-7,-29,-172,0,0,0
-15,-45,-5,-55,-5,-75,-200,0,0,0
46,51,15,51,18,19,200,1,1,0
5,76,34,-6,36,75,220,1,0,0
